ЖК рус,Район Город,Застройщик ЖК,Площадь,Тип Комнатности,Этаж,Срок сдачи,Отделка,SalePrice,Labels
Академика Павлова,Кунцево,ПИК,41.5,1,19,1 кв 2024,Есть,14790600,4
Академика Павлова,Кунцево,ПИК,36.2,1,4,1 кв 2024,Есть,13537159,4
Академика Павлова,Кунцево,ПИК,23.5,ст,2,1 кв 2024,Есть,8805450,3
Академика Павлова,Кунцево,ПИК,43.3,1,15,1 кв 2024,Есть,15090049,4
Академика Павлова,Кунцево,ПИК,40.1,1,9,1 кв 2024,Есть,15679100,4
Академика Павлова,Кунцево,ПИК,41.8,1,3,1 кв 2024,Есть,14947679,4
Академика Павлова,Кунцево,ПИК,43.4,1,22,1 кв 2024,Есть,15237740,4
Академика Павлова,Кунцево,ПИК,50.4,2,26,1 кв 2024,Есть,18270000,0
Академика Павлова,Кунцево,ПИК,59.6,2,9,1 кв 2024,Есть,19977920,0
Академика Павлова,Кунцево,ПИК,36.2,1,2,1 кв 2024,Есть,13046480,4
Академика Павлова,Кунцево,ПИК,36.2,1,29,1 кв 2024,Есть,13813920,4
Академика Павлова,Кунцево,ПИК,53.3,2,21,1 кв 2024,Есть,19491810,0
Академика Павлова,Кунцево,ПИК,43.4,1,26,1 кв 2024,Есть,15480780,4
Академика Павлова,Кунцево,ПИК,50.7,2,2,1 кв 2023,Есть,19864260,0
Академика Павлова,Кунцево,ПИК,41.5,1,13,1 кв 2024,Есть,14595550,4
Академика Павлова,Кунцево,ПИК,70.2,2,28,1 кв 2024,Есть,23102820,0
Академика Павлова,Кунцево,ПИК,39.9,1,25,1 кв 2023,Есть,16007880,4
Академика Павлова,Кунцево,ПИК,27.2,ст,29,1 кв 2024,Есть,10452960,3
Академика Павлова,Кунцево,ПИК,62.7,3,24,1 кв 2024,Есть,21230220,1
Академика Павлова,Кунцево,ПИК,40.1,1,30,1 кв 2024,Есть,16581350,4
Академика Павлова,Кунцево,ПИК,43.3,1,3,1 кв 2024,Есть,14678699,4
Академика Павлова,Кунцево,ПИК,50.4,2,9,1 кв 2024,Есть,17801280,0
Академика Павлова,Кунцево,ПИК,89.3,3,7,1 кв 2024,Есть,27611560,1
Академика Павлова,Кунцево,ПИК,27.2,ст,3,1 кв 2024,Есть,9873600,3
Академика Павлова,Кунцево,ПИК,78.6,3,9,1 кв 2024,Есть,25356360,1
Академика Павлова,Кунцево,ПИК,48.6,1,8,1 кв 2024,Есть,17194680,4
Академика Павлова,Кунцево,ПИК,48.6,1,6,1 кв 2024,Есть,17675820,4
Академика Павлова,Кунцево,ПИК,21.8,ст,5,1 кв 2024,Есть,9219220,3
Академика Павлова,Кунцево,ПИК,36.2,1,8,1 кв 2024,Есть,13176800,4
Академика Павлова,Кунцево,ПИК,62.7,3,9,1 кв 2024,Есть,20164320,1
Академика Павлова,Кунцево,ПИК,53.4,2,31,1 кв 2024,Есть,19608480,0
Академика Павлова,Кунцево,ПИК,89.3,3,6,1 кв 2024,Есть,27424030,1
Академика Павлова,Кунцево,ПИК,21.8,ст,11,1 кв 2024,Есть,9291160,3
Академика Павлова,Кунцево,ПИК,50.4,2,6,1 кв 2024,Есть,17665200,0
Академика Павлова,Кунцево,ПИК,70.2,2,9,1 кв 2024,Есть,21305700,0
Академика Павлова,Кунцево,ПИК,32.2,1,6,1 кв 2024,Есть,11711140,4
Академика Павлова,Кунцево,ПИК,57.9,2,9,1 кв 2023,Есть,20485020,0
Академика Павлова,Кунцево,ПИК,27.2,ст,9,1 кв 2024,Есть,10015040,3
Академика Павлова,Кунцево,ПИК,23.5,ст,10,1 кв 2024,Есть,9007550,3
Академика Павлова,Кунцево,ПИК,36.4,1,17,1 кв 2024,Есть,13617240,4
Академика Павлова,Кунцево,ПИК,70.2,2,29,1 кв 2024,Есть,22885200,0
Академика Павлова,Кунцево,ПИК,20.0,ст,15,1 кв 2023,Есть,9270000,3
Академика Павлова,Кунцево,ПИК,27.2,ст,13,1 кв 2024,Есть,10031360,3
Академика Павлова,Кунцево,ПИК,89.3,3,6,1 кв 2024,Есть,27575840,1
Академика Павлова,Кунцево,ПИК,58.2,2,20,1 кв 2023,Есть,21429240,0
Академика Павлова,Кунцево,ПИК,41.8,1,8,1 кв 2024,Есть,15085619,4
Академика Павлова,Кунцево,ПИК,41.6,1,30,1 кв 2024,Есть,15221440,4
Академика Павлова,Кунцево,ПИК,23.5,ст,2,1 кв 2024,Есть,8718500,3
Академика Павлова,Кунцево,ПИК,36.4,1,11,1 кв 2024,Есть,13500760,4
Академика Павлова,Кунцево,ПИК,43.4,1,20,1 кв 2024,Есть,14712600,4
Академика Павлова,Кунцево,ПИК,62.7,3,32,1 кв 2024,Есть,22340010,1
Академика Павлова,Кунцево,ПИК,59.4,2,32,1 кв 2024,Есть,21247380,0
Академика Павлова,Кунцево,ПИК,36.2,1,15,1 кв 2024,Есть,13289020,4
Академика Павлова,Кунцево,ПИК,41.4,1,6,1 кв 2024,Есть,14618340,4
Академика Павлова,Кунцево,ПИК,53.3,2,20,1 кв 2024,Есть,19182670,0
Академика Павлова,Кунцево,ПИК,39.9,1,7,1 кв 2024,Есть,13111140,4
Академика Павлова,Кунцево,ПИК,70.2,2,22,1 кв 2024,Есть,21776040,0
Академика Павлова,Кунцево,ПИК,36.2,1,31,1 кв 2024,Есть,13625680,4
Академика Павлова,Кунцево,ПИК,36.2,1,11,1 кв 2024,Есть,12999420,4
Академика Павлова,Кунцево,ПИК,89.3,3,31,1 кв 2024,Есть,27647280,1
Академика Павлова,Кунцево,ПИК,36.4,1,5,1 кв 2024,Есть,12754560,4
Академика Павлова,Кунцево,ПИК,25.4,ст,21,1 кв 2024,Есть,9519920,3
Академика Павлова,Кунцево,ПИК,70.2,2,15,1 кв 2024,Есть,21712860,0
Академика Павлова,Кунцево,ПИК,85.8,3,5,1 кв 2023,Есть,28442700,1
Академика Павлова,Кунцево,ПИК,36.2,1,28,1 кв 2024,Есть,12945120,4
Академика Павлова,Кунцево,ПИК,36.2,1,20,1 кв 2024,Есть,12713440,4
Академика Павлова,Кунцево,ПИК,23.5,ст,8,1 кв 2024,Есть,8598650,3
Академика Павлова,Кунцево,ПИК,36.4,1,12,1 кв 2024,Есть,12896520,4
Академика Павлова,Кунцево,ПИК,59.6,2,3,1 кв 2024,Есть,18875320,0
Академика Павлова,Кунцево,ПИК,36.2,1,10,1 кв 2024,Есть,12210260,4
Академика Павлова,Кунцево,ПИК,59.4,2,6,1 кв 2024,Есть,19496802,0
Академика Павлова,Кунцево,ПИК,39.9,1,12,1 кв 2024,Есть,13206900,4
Академика Павлова,Кунцево,ПИК,59.4,2,4,1 кв 2024,Есть,18722880,0
Академика Павлова,Кунцево,ПИК,50.4,2,3,1 кв 2024,Есть,16823520,0
Академика Павлова,Кунцево,ПИК,41.5,1,14,1 кв 2024,Есть,14184700,4
Академика Павлова,Кунцево,ПИК,89.3,3,15,1 кв 2024,Есть,26995390,1
Академика Павлова,Кунцево,ПИК,27.2,ст,11,1 кв 2024,Есть,9422080,3
Академика Павлова,Кунцево,ПИК,36.4,1,9,1 кв 2024,Есть,11866360,4
Академика Павлова,Кунцево,ПИК,27.2,ст,6,1 кв 2024,Есть,10185257,3
Академика Павлова,Кунцево,ПИК,62.7,3,11,1 кв 2024,Есть,18164190,1
Академика Павлова,Кунцево,ПИК,36.2,1,7,1 кв 2024,Есть,12539680,4
Академика Павлова,Кунцево,ПИК,36.4,1,16,1 кв 2024,Есть,12558000,4
Академика Павлова,Кунцево,ПИК,36.4,1,30,1 кв 2024,Есть,13242320,4
Академика Павлова,Кунцево,ПИК,27.2,ст,15,1 кв 2024,Есть,9443840,3
Академика Павлова,Кунцево,ПИК,41.8,1,15,1 кв 2024,Есть,13781459,4
Академика Павлова,Кунцево,ПИК,40.1,1,20,1 кв 2024,Есть,14452040,4
Академика Павлова,Кунцево,ПИК,86.4,3,6,1 кв 2024,Есть,25945920,1
Академика Павлова,Кунцево,ПИК,21.8,ст,13,1 кв 2024,Есть,8231680,3
Академика Павлова,Кунцево,ПИК,59.4,2,18,1 кв 2024,Есть,19607940,0
Академика Павлова,Кунцево,ПИК,42.9,1,33,1 кв 2023,Есть,15250950,4
Академика Павлова,Кунцево,ПИК,25.4,ст,17,1 кв 2024,Есть,8902700,3
Академика Павлова,Кунцево,ПИК,89.3,3,28,1 кв 2024,Есть,26593540,1
Академика Павлова,Кунцево,ПИК,56.4,2,33,1 кв 2023,Есть,18566880,0
Академика Павлова,Кунцево,ПИК,43.3,1,8,1 кв 2024,Есть,13981570,4
Академика Павлова,Кунцево,ПИК,70.2,2,12,1 кв 2024,Есть,20821320,0
Академика Павлова,Кунцево,ПИК,85.8,3,3,1 кв 2023,Есть,25268100,1
Академика Павлова,Кунцево,ПИК,58.3,2,33,1 кв 2023,Есть,19845320,0
Академика Павлова,Кунцево,ПИК,40.1,1,28,1 кв 2024,Есть,14532240,4
Академика Павлова,Кунцево,ПИК,23.5,ст,4,1 кв 2024,Есть,8387150,3
Академика Павлова,Кунцево,ПИК,59.4,2,25,1 кв 2024,Есть,18354600,0
Академика Павлова,Кунцево,ПИК,41.5,1,17,1 кв 2024,Есть,13831950,4
Академика Павлова,Кунцево,ПИК,25.4,ст,19,1 кв 2024,Есть,8945880,3
Академика Павлова,Кунцево,ПИК,70.2,2,14,1 кв 2024,Есть,20077200,0
Академика Павлова,Кунцево,ПИК,82.3,3,33,1 кв 2023,Есть,23661250,1
Академика Павлова,Кунцево,ПИК,72.4,3,6,1 кв 2023,Есть,23377960,1
Академика Павлова,Кунцево,ПИК,25.4,ст,23,1 кв 2024,Есть,8986520,3
Академика Павлова,Кунцево,ПИК,21.8,ст,8,1 кв 2024,Есть,8192440,3
Академика Павлова,Кунцево,ПИК,59.4,2,18,1 кв 2024,Есть,18895140,0
Академика Павлова,Кунцево,ПИК,50.7,1,2,1 кв 2023,Есть,15296190,4
Академика Павлова,Кунцево,ПИК,36.2,1,21,1 кв 2024,Есть,12460040,4
Академика Павлова,Кунцево,ПИК,50.4,2,22,1 кв 2024,Есть,16208640,0
Академика Павлова,Кунцево,ПИК,36.2,1,10,1 кв 2024,Есть,12000300,4
Академика Павлова,Кунцево,ПИК,86.4,3,15,1 кв 2024,Есть,26844480,1
Академика Павлова,Кунцево,ПИК,59.4,2,16,1 кв 2024,Есть,18978300,0
Академика Павлова,Кунцево,ПИК,62.7,3,10,1 кв 2024,Есть,19587480,1
Академика Павлова,Кунцево,ПИК,21.8,ст,10,1 кв 2024,Есть,8055100,3
Академика Павлова,Кунцево,ПИК,40.1,1,13,1 кв 2024,Есть,13377360,4
Академика Павлова,Кунцево,ПИК,40.1,1,10,1 кв 2024,Есть,13393400,4
Академика Павлова,Кунцево,ПИК,66.4,2,25,1 кв 2023,Есть,21354240,0
Академика Павлова,Кунцево,ПИК,50.7,2,22,1 кв 2023,Есть,18226650,0
Академика Павлова,Кунцево,ПИК,53.4,2,28,1 кв 2024,Есть,17894340,0
Академика Павлова,Кунцево,ПИК,23.5,ст,29,1 кв 2024,Есть,8568100,3
Академика Павлова,Кунцево,ПИК,70.2,2,6,1 кв 2024,Есть,19403280,0
Академика Павлова,Кунцево,ПИК,62.7,3,10,1 кв 2024,Есть,19186200,1
Академика Павлова,Кунцево,ПИК,59.4,2,29,1 кв 2024,Есть,19471320,0
Академика Павлова,Кунцево,ПИК,62.6,2,2,1 кв 2024,Есть,17809700,0
Академика Павлова,Кунцево,ПИК,72.4,3,3,1 кв 2023,Есть,22313680,1
Академика Павлова,Кунцево,ПИК,75.4,3,10,1 кв 2023,Есть,22975359,1
Академика Павлова,Кунцево,ПИК,62.7,3,26,1 кв 2024,Есть,19700340,1
Академика Павлова,Кунцево,ПИК,75.2,3,2,1 кв 2023,Есть,21680160,1
Академика Павлова,Кунцево,ПИК,25.4,ст,33,1 кв 2024,Есть,8890000,3
Академика Павлова,Кунцево,ПИК,21.8,ст,6,1 кв 2024,Есть,8031120,3
Академика Павлова,Кунцево,ПИК,40.1,1,32,1 кв 2024,Есть,13874600,4
Академика Павлова,Кунцево,ПИК,56.2,2,23,1 кв 2023,Есть,18512280,0
Академика Павлова,Кунцево,ПИК,39.9,1,4,1 кв 2024,Есть,12133590,4
Академика Павлова,Кунцево,ПИК,25.4,ст,13,1 кв 2024,Есть,8585200,3
Академика Павлова,Кунцево,ПИК,48.6,1,7,1 кв 2024,Есть,15498540,4
Академика Павлова,Кунцево,ПИК,40.1,1,29,1 кв 2024,Есть,13746280,4
Академика Павлова,Кунцево,ПИК,70.2,2,3,1 кв 2024,Есть,20014020,0
Академика Павлова,Кунцево,ПИК,43.4,1,31,1 кв 2024,Есть,13918380,4
Академика Павлова,Кунцево,ПИК,86.4,3,3,1 кв 2024,Есть,25660800,1
Академика Павлова,Кунцево,ПИК,40.1,1,16,1 кв 2024,Есть,13437510,4
Академика Павлова,Кунцево,ПИК,40.1,1,7,1 кв 2024,Есть,13277110,4
Академика Павлова,Кунцево,ПИК,86.0,3,31,1 кв 2023,Есть,26565400,1
Академика Павлова,Кунцево,ПИК,25.4,ст,8,1 кв 2024,Есть,8509000,3
Академика Павлова,Кунцево,ПИК,56.4,2,28,1 кв 2023,Есть,18707880,0
Академика Павлова,Кунцево,ПИК,36.2,1,20,1 кв 2024,Есть,12271800,4
Академика Павлова,Кунцево,ПИК,41.5,1,15,1 кв 2024,Есть,13172100,4
Академика Павлова,Кунцево,ПИК,40.1,1,11,1 кв 2024,Есть,13377360,4
Академика Павлова,Кунцево,ПИК,86.4,3,4,1 кв 2024,Есть,24952320,1
Академика Павлова,Кунцево,ПИК,40.1,1,13,1 кв 2024,Есть,13453550,4
Академика Павлова,Кунцево,ПИК,36.4,1,32,1 кв 2024,Есть,12699960,4
Акватория,Левобережный,Wainbridge,48.4,2,16,2 кв 2023,Есть,24564999,13
Акватория,Левобережный,Wainbridge,62.9,2,8,1 кв 2022,Есть,25160000,13
Акватория,Левобережный,Wainbridge,67.3,2,14,2 кв 2023,Есть,29399999,13
Акватория,Левобережный,Wainbridge,75.8,3,3,1 кв 2022,Есть,35642828,14
Акватория,Левобережный,Wainbridge,67.3,2,17,2 кв 2023,Есть,27403011,13
